,Name,Domain,Instance,No Drones,No Deliveries,Network,Deadline,Correlation Size,Trace,Generalized Variance,Largest Correlation Coefficient,Number of Constraints,MC Probability Booles,MC Probability Independent,MC Probability Correlated,Theoretical Probability Booles,Theoretical Probability Independent,Theoretical Probability Correlated,Booles Runtime,Indpendent Runtime,Correlated Runtime,Percentage Difference (Correlated - Booles),Percentage Difference (Correlated - Independent),Percentage Difference (MC Correlated - Theoretical Correlated),Percentage Difference (MC Correlated - Theoretical Independent)
4246,drones_instance-29_network_3_deadline_13_corrsize_3,drones,29,3,1,3,13,3,44.25494124135477,0.4377036910165853,0.644,60,0.9944,0.9985,0.9977,1.0,0.9982882467162214,0.9977742917837604,0.2681879997253418,0.9307808876037598,1.904252529144287,0.33076074972437414,-0.08018442417560619,-0.007446304877257094,-0.05896028026675098
4248,drones_instance-29_network_3_deadline_14_corrsize_2,drones,29,3,1,3,14,2,52.0751786929042,0.982121635548749,0.1142,60,0.7306,0.7313,0.7311,0.674275751220453,0.7245944088515114,0.7237252002527635,0.2634701728820801,0.2988259792327881,0.638352632522583,0.06839009711393038,-0.027356038845572146,1.008726541818688,0.8898360208574186
4249,drones_instance-29_network_3_deadline_14_corrsize_3,drones,29,3,1,3,14,3,20.78983024619739,0.4871884576298679,0.4537,60,0.5656,0.5713,0.5736,0.4975268787489184,0.5608400951067382,0.5722958222027146,0.2681262493133545,0.3143208026885986,2.21655011177063,1.3947001394700151,0.40097629009762353,0.2273671194709592,2.2245301417820507
4250,drones_instance-29_network_3_deadline_14_corrsize_4,drones,29,3,1,3,14,4,49.0985013628158,0.365632179252904,0.459,60,0.9951,0.9998,0.9998,1.0,0.999430062067386,0.9994396204372188,0.2674906253814697,0.2633252143859863,3.5105578899383545,0.4700940188037645,0.0,0.03604516531118546,0.037001193500097306
4251,drones_instance-29_network_4_deadline_10_corrsize_2,drones,29,3,1,4,10,2,11.09209210361163,0.193704705739547,0.8829,60,0.2656,0.2932,0.3231,0.1933736626057265,0.251721735595753,0.3239217622202283,0.2676436901092529,0.338876724243164,1.307382583618164,17.796347879913338,9.254100897554931,-0.2543368060130869,22.091694337433303
4255,drones_instance-29_network_4_deadline_11_corrsize_3,drones,29,3,1,4,11,3,50.34277084727677,0.1133053506764049,0.7117,60,0.3164,0.3343,0.3488,0.2462368126420345,0.31617872849585,0.3449351538245634,0.2592999935150146,0.4129397869110107,8.93191385269165,9.288990825688069,4.157110091743123,1.108040761306361,9.352428756923741
4257,drones_instance-29_network_4_deadline_12_corrsize_2,drones,29,3,1,4,12,2,31.781602988529627,0.1751266049776109,0.8973,60,0.9808,0.9826,0.9822,0.9797023286588784,0.9830978451570468,0.9824249675719156,0.3731076717376709,0.3326845169067383,0.4416353702545166,0.14253716147423712,-0.040724903278361535,-0.02290445651757186,-0.0914116429491782
4258,drones_instance-29_network_4_deadline_12_corrsize_3,drones,29,3,1,4,12,3,40.89349349947902,0.5157766545733715,0.4436,60,0.1232,0.1248,0.1316,0.1095155350430732,0.1476817741316823,0.1263434124823832,0.3040585517883301,0.4041860103607178,4.876765966415405,6.382978723404249,5.167173252279636,3.994367414602424,-12.220193109181077
4259,drones_instance-29_network_4_deadline_12_corrsize_4,drones,29,3,1,4,12,4,36.57571036205788,0.2079985035723719,0.7742,60,0.9791,0.9801,0.9799,0.9784840339641432,0.9822657446119836,0.9814161118222364,0.2659280300140381,0.3349008560180664,98.20820426940918,0.08164098377385681,-0.020410245943461372,-0.1547210758481919,-0.24142714685004368
4260,drones_instance-29_network_4_deadline_13_corrsize_2,drones,29,3,1,4,13,2,59.50137261603959,0.6837833752916188,0.5229,60,0.8969,0.8998,0.9003,0.8838697283257929,0.9070686114621064,0.9061442240646628,0.2762200832366943,0.3690366744995117,1.0389447212219238,0.37765189381316877,0.055537043207813504,-0.6491418487907125,-0.7518173344558912
4262,drones_instance-29_network_4_deadline_13_corrsize_4,drones,29,3,1,4,13,4,27.93303658861585,0.1083566336731347,0.6702,60,0.9684,0.9697,0.9686,0.957978678874849,0.9666322987880294,0.9673914219637424,0.2850258350372314,0.3487398624420166,16.653586864471436,0.020648358455500514,-0.11356597150526428,0.12477576257047529,0.20314899979048642
4263,drones_instance-29_network_4_deadline_14_corrsize_2,drones,29,3,1,4,14,2,45.60481023254359,0.7904331678546311,0.404,60,0.9873,0.9891,0.989,0.9891689779458656,0.9899679773129773,0.989334790557554,0.2921650409698486,0.312335729598999,0.8206994533538818,0.1718907987866567,-0.010111223458037309,-0.03385142139070093,-0.09787434913824712
4264,drones_instance-29_network_4_deadline_14_corrsize_3,drones,29,3,1,4,14,3,13.45811410566815,0.0413575736944524,0.7914,60,0.9912,0.9925,0.992,0.9927090772811724,0.9922519219930842,0.9915386485220428,0.2631564140319824,0.3659534454345703,9.740379810333252,0.0806451612903249,-0.05040322580645725,0.046507205439236705,-0.025395362206069985
4265,drones_instance-29_network_4_deadline_14_corrsize_4,drones,29,3,1,4,14,4,62.50693186022343,0.6192467806919509,0.4766,60,0.7915,0.7928,0.7926,0.7508365629919671,0.7942415289136944,0.7903978732118958,0.2752933502197265,0.378847599029541,1.474168300628662,0.1387837496845811,-0.02523340903355766,0.27783582993996514,-0.20710685259833472
4266,drones_instance-29_network_5_deadline_10_corrsize_2,drones,29,3,1,5,10,2,30.31001799410737,0.954564300229379,0.1659,60,0.1513,0.1514,0.1518,0.1123153490836271,0.1504129505827059,0.1584015626808629,0.2670812606811523,0.4383096694946289,1.3412728309631348,0.32938076416337314,0.2635046113306876,-4.348855520990052,0.9137347940013765
4268,drones_instance-29_network_5_deadline_10_corrsize_4,drones,29,3,1,5,10,4,30.462315510298847,0.5680047970731373,0.4537,60,0.0697,0.0811,0.0823,0.0547306744532955,0.0907591174090005,0.0791654988481256,0.2683236598968506,0.5759925842285156,6.485082149505615,15.309842041312272,1.4580801944106838,3.808628374087971,-10.278392963548606
4269,drones_instance-29_network_5_deadline_11_corrsize_2,drones,29,3,1,5,11,2,25.35348921558777,0.1165255217425985,0.8581,60,0.7687,0.7706,0.775,0.7072274461207999,0.7552372756352689,0.7746770328571686,0.2664203643798828,0.3668520450592041,1.4856288433074951,0.8129032258064481,0.56774193548388,0.04167317972018331,2.5500289502878895
4270,drones_instance-29_network_5_deadline_11_corrsize_3,drones,29,3,1,5,11,3,20.00666968001077,0.3926002491121523,0.5844,60,0.0371,0.0693,0.0784,0.0248631912701047,0.0594805175593701,0.0756972362225481,0.2671725749969482,0.3488476276397705,6.271262645721436,52.67857142857143,11.607142857142854,3.4474027773621065,24.131992908966705
4271,drones_instance-29_network_5_deadline_11_corrsize_4,drones,29,3,1,5,11,4,75.84862170935591,0.1928091890862271,0.3418,60,0.3447,0.3668,0.3716,0.2838521733012952,0.3521234503152952,0.3677322370105114,0.2933204174041748,0.4461500644683838,187.72093725204468,7.238966630785786,1.2917115177610257,1.0408404169775562,5.241267407078795
4272,drones_instance-29_network_5_deadline_12_corrsize_2,drones,29,3,1,5,12,2,35.08654982786325,0.9976558940836332,0.0437,60,0.9943,0.996,0.9957,0.9994385349104784,0.9964417816025152,0.9960226000347562,0.2658259868621826,0.3085958957672119,0.6463134288787842,0.14060459977905673,-0.030129557095507378,-0.032399320553997045,-0.07449850381793167
4273,drones_instance-29_network_5_deadline_12_corrsize_3,drones,29,3,1,5,12,3,32.1967717688966,0.0157697359300127,0.8388,60,0.8054,0.8097,0.8092,0.7559538813100208,0.798146834146803,0.8095330247031861,0.2756545543670654,0.4785490036010742,44.38119196891785,0.46959960454770455,-0.061789421651006544,-0.041154807610736525,1.3659374509635498
4276,drones_instance-29_network_5_deadline_13_corrsize_3,drones,29,3,1,5,13,3,36.32907978699494,0.2128696604229434,0.5901,60,0.9247,0.9275,0.9273,0.9047321910412832,0.9246932542611948,0.9250199191577972,0.2667121887207031,0.3594050407409668,4.616152286529541,0.28038391027715376,-0.021567993098239834,0.24588383934031807,0.28111137051712076
4277,drones_instance-29_network_5_deadline_13_corrsize_4,drones,29,3,1,5,13,4,34.250062053269446,0.2409860955663519,0.6392,60,0.9907,0.9928,0.9918,0.9942371995381504,0.9931799075138988,0.9926528678967133,0.2662379741668701,0.2770905494689941,32.05116820335388,0.11090945755192476,-0.10082677959265988,-0.08599192344356106,-0.13913163076213206
4278,drones_instance-29_network_5_deadline_14_corrsize_2,drones,29,3,1,5,14,2,18.182242804495356,0.5587654999879029,0.5692,60,0.9957,1.0,0.9998,1.0,0.999430062067386,0.999435665213786,0.2649743556976318,0.3238525390625,0.3587486743927002,0.4100820164032799,-0.02000400080015783,0.0364407667747554,0.037001193500097306
4279,drones_instance-29_network_5_deadline_14_corrsize_3,drones,29,3,1,5,14,3,27.864301349077135,0.3627793811030738,0.5636,60,0.9949,0.9999,0.9999,1.0,0.999430062067386,0.9994385377524496,0.2717790603637695,0.2462770938873291,0.5823254585266113,0.5000500050005006,0.0,0.04615083983902317,0.04699849311070726
4280,drones_instance-29_network_5_deadline_14_corrsize_4,drones,29,3,1,5,14,4,30.35890502064205,0.1944483179346553,0.5367,60,0.8534,0.8558,0.8541,0.8119129586679319,0.8468461951684352,0.8529489973204244,0.2755799293518066,0.4124219417572021,9.752244234085085,0.08195761620418252,-0.19903992506732643,0.13476205123235857,0.8492922177221394
4281,drones_instance-29_network_6_deadline_10_corrsize_2,drones,29,3,1,6,10,2,47.464471896129965,0.0366986671894267,0.9795,60,0.5141,0.5178,0.517,0.4691011295745997,0.5330840542172935,0.5224397100298245,0.274289608001709,0.3565783500671386,1.237051010131836,0.5609284332688614,-0.1547388781431379,-1.0521682842987354,-3.1110356319716694
4282,drones_instance-29_network_6_deadline_10_corrsize_3,drones,29,3,1,6,10,3,31.68704111851234,0.1995412160412831,0.6583,60,0.7967,0.7996,0.8002,0.7478517300684411,0.7914134610422289,0.805034535029238,0.2793779373168945,0.3523018360137939,11.09517526626587,0.4373906523369231,0.07498125468633403,-0.6041658371954548,1.0980428590066422
4283,drones_instance-29_network_6_deadline_10_corrsize_4,drones,29,3,1,6,10,4,39.00685321838171,0.1449263230513241,0.6502,60,0.9958,0.9978,0.9976,0.9648069816919304,0.9967955977983588,0.9965574773944084,0.2649488449096679,0.4085941314697265,14.929481744766235,0.1804330392943087,-0.020048115477142938,0.10450306792218104,0.08063374114286699
4284,drones_instance-29_network_6_deadline_11_corrsize_2,drones,29,3,1,6,11,2,3.97967547027872,0.5129607537056766,0.6232,60,0.9949,0.9998,0.9998,1.0,0.999430062067386,0.9994403762734022,0.2690644264221191,0.2510173320770263,1.4543378353118896,0.4900980196039223,0.0,0.035969566573095926,0.037001193500097306
4285,drones_instance-29_network_6_deadline_11_corrsize_3,drones,29,3,1,6,11,3,22.72208603003446,0.7134722512756327,0.3736,60,0.9946,0.998,0.9975,1.0,0.9979367841112736,0.9972189800097592,0.2593734264373779,0.8893911838531494,1.7131822109222412,0.2907268170426079,-0.0501253132832025,0.028172430099336614,-0.043787880829430505
4286,drones_instance-29_network_6_deadline_11_corrsize_4,drones,29,3,1,6,11,4,74.07374970536704,0.1347638713225268,0.6015,60,0.396,0.4068,0.412,0.3281404367720929,0.393536784488521,0.4167315212281198,0.2713210582733154,0.3635530471801758,252.5465166568756,3.883495145631058,1.2621359223300928,-1.1484274825533536,4.48136298822306
4287,drones_instance-29_network_6_deadline_12_corrsize_2,drones,29,3,1,6,12,2,11.242461124970728,0.7005782880580895,0.4826,60,0.9313,0.9326,0.9318,0.9113439513429934,0.9298665683509232,0.929705696617676,0.2726836204528808,0.4243261814117431,0.6347641944885254,0.053659583601625344,-0.08585533376261247,0.22475889486198433,0.20749427442335028
4289,drones_instance-29_network_6_deadline_12_corrsize_4,drones,29,3,1,6,12,4,17.174919891767374,0.084602457835553,0.9141,60,0.4045,0.433,0.4303,0.3427927318722679,0.4244292374937067,0.4333785622839768,0.2867336273193359,0.4819517135620117,14.65562891960144,5.995816871949799,-0.6274692075296259,-0.7154455691324177,1.3643417397846418
4290,drones_instance-29_network_6_deadline_13_corrsize_2,drones,29,3,1,6,13,2,13.091610652553705,0.5779446392626902,0.6447,60,0.9959,0.9977,0.9967,0.9998306967781744,0.996840134167948,0.99628374576127,0.2938394546508789,0.3305916786193847,0.6221230030059814,0.08026487408448107,-0.10033109260559857,0.04176324257349659,-0.01405981418159956
4291,drones_instance-29_network_6_deadline_13_corrsize_3,drones,29,3,1,6,13,3,34.18906195744548,0.5681594784579567,0.468,60,0.982,0.9828,0.9823,0.9797874608008084,0.983148345522103,0.9825453498009532,0.3411476612091064,0.336822509765625,0.8125743865966797,0.030540568054562456,-0.050900946757615396,-0.02497707431062343,-0.0863631805052428
4292,drones_instance-29_network_6_deadline_13_corrsize_4,drones,29,3,1,6,13,4,58.229352255437625,0.0004885893402533,0.9973,60,0.3068,0.3209,0.3281,0.2656932934492805,0.3377431122433804,0.3260410212239923,0.2650940418243408,0.4278988838195801,113.29140186309814,6.491923194148121,2.194452910697953,0.6275461066771386,-2.939077184815721
4293,drones_instance-29_network_6_deadline_14_corrsize_2,drones,29,3,1,6,14,2,77.08802456347375,0.52551406073617,0.5541,60,0.4753,0.4866,0.4909,0.3939270286061677,0.4623205918349406,0.4798836074766604,0.2628180980682373,0.3627679347991943,1.023329257965088,3.177836626604197,0.8759421470768031,2.2441215162639194,5.821839104717739
4294,drones_instance-29_network_6_deadline_14_corrsize_3,drones,29,3,1,6,14,3,14.64917054099867,0.2979876097064722,0.6773,60,0.8504,0.8521,0.8518,0.8118111471416944,0.8465130839825105,0.8453326162320931,0.2665731906890869,0.2961180210113525,4.620804071426392,0.16435783047663266,-0.03521953510213278,0.759260832109286,0.6206757475334046
4295,drones_instance-29_network_6_deadline_14_corrsize_4,drones,29,3,1,6,14,4,35.7974929964482,0.0608008948386127,0.7447,60,0.9885,0.9904,0.9901,0.9875069506303278,0.9888841703419852,0.988283336128991,0.272907018661499,0.3178319931030273,43.4253830909729,0.16159983840015502,-0.030299969700026966,0.18348286748903983,0.12279867266082325
4298,drones_instance-29_network_7_deadline_10_corrsize_4,drones,29,3,1,7,10,4,54.0815528741032,0.0705574146719828,0.8778,60,0.1717,0.1825,0.1834,0.1417042378669148,0.1929338487626655,0.1824783801054512,0.2899789810180664,0.4342663288116455,27.43514609336853,6.379498364231197,0.4907306434024056,0.5025190264715423,-5.198390819337785
4299,drones_instance-29_network_7_deadline_11_corrsize_2,drones,29,3,1,7,11,2,21.51660591740712,0.2572496665912833,0.8498,60,0.9759,0.9774,0.9774,0.9725861016288948,0.9779097873975966,0.9773841333984244,0.338587999343872,0.3467545509338379,0.7225406169891357,0.1534683855125902,0.0,0.0016233478182523181,-0.05215749924253638
4300,drones_instance-29_network_7_deadline_11_corrsize_3,drones,29,3,1,7,11,3,65.88662627352073,0.0817623525851296,0.7123,60,0.1197,0.1328,0.1353,0.0654942670659891,0.1006557814100647,0.1346454234583405,0.263946533203125,0.4360573291778564,22.071840286254883,11.529933481152996,1.847745750184776,0.48379640920880473,25.605483067210123
4301,drones_instance-29_network_7_deadline_11_corrsize_4,drones,29,3,1,7,11,4,44.20172914088374,0.1744075868858252,0.6047,60,0.972,0.9738,0.9736,0.9693355422454032,0.9752765828296468,0.9747133075083344,0.2595343589782715,1.1352415084838867,40.957834243774414,0.16433853738702195,-0.020542317173374895,-0.11434957973853557,-0.17220448127021135
4302,drones_instance-29_network_7_deadline_12_corrsize_2,drones,29,3,1,7,12,2,13.483935521135606,0.7193626754913803,0.4923,60,0.9822,0.9837,0.9843,0.9787176647379784,0.9823091975686415,0.981864256449672,0.2648162841796875,0.362391710281372,3.088164567947388,0.2133495885400783,0.06095702529715878,0.24745946869124658,0.20225565694995504
4303,drones_instance-29_network_7_deadline_12_corrsize_3,drones,29,3,1,7,12,3,43.90565415151669,0.7332325847812798,0.3564,60,0.49,0.4974,0.4984,0.4211951972689186,0.4886263650127075,0.4928979289495219,0.267221450805664,0.3707935810089111,3.5205748081207275,1.68539325842697,0.200642054574639,1.1039468399835712,1.9610022045129416
4305,drones_instance-29_network_7_deadline_13_corrsize_2,drones,29,3,1,7,13,2,90.03123518376418,0.9479124524321572,0.2199,60,0.3292,0.3472,0.3479,0.280575900422612,0.3496646864446723,0.3509298497591894,0.2671699523925781,0.5445783138275146,1.168527364730835,5.3751077895947095,0.2012072434607584,-0.8708967402096599,-0.5072395644358477
4306,drones_instance-29_network_7_deadline_13_corrsize_3,drones,29,3,1,7,13,3,64.01265794204944,0.1482098681341076,0.7339,60,0.825,0.8288,0.8287,0.7736053978961832,0.8138080145120482,0.8216575121249631,0.2850470542907715,0.377385139465332,6.5610833168029785,0.44648244237963514,-0.012067093037285988,0.8498235640203834,1.7970297439304679
4307,drones_instance-29_network_7_deadline_13_corrsize_4,drones,29,3,1,7,13,4,55.46593554680582,0.0730921585751547,0.8192,60,0.8517,0.853,0.8526,0.8111049074706933,0.8458934868937538,0.8482557868519424,0.2732656002044678,0.3779892921447754,3.2682504653930664,0.10555946516537788,-0.04691531785127327,0.5095253516370705,0.7865954851332698
4308,drones_instance-29_network_7_deadline_14_corrsize_2,drones,29,3,1,7,14,2,27.750257056550375,0.446713867071516,0.7304,60,0.9948,0.9995,0.9997,1.0,0.9992810135883512,0.9992242155853406,0.2754032611846924,1.039276123046875,1.644176006317139,0.4901470441132355,0.020006001800537958,0.04759271928172977,0.041911214529242395
4309,drones_instance-29_network_7_deadline_14_corrsize_3,drones,29,3,1,7,14,3,24.63486245353185,0.0515767896384063,0.8088,60,0.9956,0.9986,0.9978,1.0,0.9982301797516784,0.9976325789066062,0.2801854610443115,0.9115660190582277,19.587305307388306,0.22048506714772298,-0.08017638805372047,0.0167790231904038,-0.04311282337927052
4310,drones_instance-29_network_7_deadline_14_corrsize_4,drones,29,3,1,7,14,4,67.81056554796453,0.1003167211046239,0.6933,60,0.8559,0.8581,0.8574,0.8227067067084297,0.8558020279352436,0.8578291672141094,0.265838623046875,0.3774411678314209,22.489668369293213,0.17494751574528303,-0.08164217401445334,-0.05005449196516788,0.1863741619729911
4311,drones_instance-29_network_8_deadline_10_corrsize_2,drones,29,3,1,8,10,2,34.07774608030384,0.1146052051078083,0.9345,60,0.2643,0.2748,0.2854,0.2385398986243711,0.3054593331819589,0.2861336099565147,0.2675063610076904,0.4090700149536133,1.1937246322631836,7.393132445690262,3.7140854940434473,-0.25704623563935697,-7.028497961443205
4318,drones_instance-29_network_8_deadline_12_corrsize_3,drones,29,3,1,8,12,3,0.8966664623711114,0.732090187889254,0.331,60,0.9956,0.9997,0.9997,1.0,0.999430062067386,0.9994303713123266,0.2632415294647217,0.2534148693084717,0.3671636581420898,0.41012303691107255,0.0,0.0269709600553606,0.027001893829547253
4319,drones_instance-29_network_8_deadline_12_corrsize_4,drones,29,3,1,8,12,4,144.12352392159548,0.2546387220157499,0.7642,60,0.616,0.6195,0.6166,0.5145131441181279,0.6071966655977167,0.608237134556302,0.2698521614074707,0.598832368850708,6.520926475524902,0.09730781706131121,-0.47032111579630453,1.3562869678394451,1.5250299063060913
4320,drones_instance-29_network_8_deadline_13_corrsize_2,drones,29,3,1,8,13,2,22.359238013370145,0.4433815939369448,0.6793,60,0.991,0.9935,0.9925,0.9938666834740282,0.9930692206338936,0.9926141614700182,0.2755610942840576,0.3461852073669433,2.18800687789917,0.15113350125945157,-0.10075566750629732,-0.011502415115183127,-0.05735220492630027
4321,drones_instance-29_network_8_deadline_13_corrsize_3,drones,29,3,1,8,13,3,88.99595785690443,0.1993900556455098,0.7076,60,0.8679,0.8708,0.8689,0.824125471653488,0.856876334495631,0.868638488906851,0.2659943103790283,0.3660078048706054,2.6080989837646484,0.11508804235239968,-0.2186672804695607,0.03009679976395219,1.3837801247978998
4322,drones_instance-29_network_8_deadline_13_corrsize_4,drones,29,3,1,8,13,4,28.32682139478424,0.4244690951340436,0.6105,60,0.3325,0.3746,0.3743,0.295210074321888,0.3865550816991839,0.3745972019557009,0.2697920799255371,0.4015541076660156,6.647747039794922,11.16751269035533,-0.08014961261019689,-0.0794020720547359,-3.2741335023200313
4323,drones_instance-29_network_8_deadline_14_corrsize_2,drones,29,3,1,8,14,2,14.509096323391978,0.8929908518931681,0.3084,60,0.9826,0.9843,0.9847,0.9802230650803756,0.9834528219651903,0.9828987487410782,0.2618961334228515,0.3416314125061035,0.6536462306976318,0.213262922717578,0.04062150908906946,0.1829238609649469,0.12665563469175084
4324,drones_instance-29_network_8_deadline_14_corrsize_3,drones,29,3,1,8,14,3,10.40113964406982,0.2506490750510989,0.7059,60,0.9947,0.9998,0.9999,1.0,0.999430062067386,0.9994680417347802,0.2759921550750732,0.2644510269165039,2.467938184738159,0.5200520052005183,0.0100010001000089,0.043200146536633725,0.04699849311070726
4325,drones_instance-29_network_8_deadline_14_corrsize_4,drones,29,3,1,8,14,4,15.19765707018744,0.1177024566196672,0.7185,60,0.9915,0.9934,0.9926,0.9952118651424218,0.9937984868302664,0.9935181002569886,0.2620515823364258,0.2868483066558838,7.573689937591553,0.1108200685069504,-0.08059641345959218,-0.09249448488702139,-0.12074217512254223
4328,drones_instance-29_network_9_deadline_10_corrsize_4,drones,29,3,1,9,10,4,36.95538789528053,0.0135357073463495,0.6939,60,0.178,0.1787,0.1975,0.1344954003893005,0.1804615170759638,0.2035303261904445,0.197772741317749,0.4482462406158447,229.98408007621765,9.873417721518996,9.518987341772158,-3.053329716680757,8.627079961537317
4330,drones_instance-29_network_9_deadline_11_corrsize_3,drones,29,3,1,9,11,3,29.46503720706252,0.4445852591112953,0.6248,60,0.9466,0.948,0.9472,0.9364907585524652,0.9497706667447776,0.949252391715598,0.1972274780273437,0.3738818168640136,2.7621452808380127,0.06334459459459933,-0.08445945945945015,-0.21667986862310093,-0.27139640464290243
4331,drones_instance-29_network_9_deadline_11_corrsize_4,drones,29,3,1,9,11,4,44.66879017846762,0.6125624642554878,0.3723,60,0.1741,0.1803,0.183,0.1327695581768912,0.1773563013051039,0.1880817733202684,0.1970813274383545,0.4268860816955566,6.623403549194336,4.863387978142072,1.475409836065578,-2.77692531162208,3.0839883578667147
4332,drones_instance-29_network_9_deadline_12_corrsize_2,drones,29,3,1,9,12,2,20.025502271861644,0.807029569983806,0.3455,60,0.3391,0.3716,0.3744,0.2760984220996024,0.3596215863103439,0.3746483834003863,0.1929845809936523,0.4293680191040039,0.6210896968841553,9.428418803418804,0.7478632478632544,-0.06634172018864806,3.9472258786474623
4334,drones_instance-29_network_9_deadline_12_corrsize_4,drones,29,3,1,9,12,4,32.53912500551012,0.6631272422781345,0.4252,60,0.9499,0.952,0.9517,0.9378298465303112,0.9508926104879746,0.950222447906887,0.1969203948974609,0.3961124420166015,1.4561121463775637,0.18913523169066132,-0.03152253861510633,0.1552539763699648,0.08483655690085255
4335,drones_instance-29_network_9_deadline_13_corrsize_2,drones,29,3,1,9,13,2,58.04114413731807,0.4381989444973846,0.6374,60,0.9917,0.9939,0.9929,0.994701270218978,0.9934754172890132,0.992933191218921,0.1950669288635254,0.8888227939605713,0.2555384635925293,0.12085809245643861,-0.10071507704703403,-0.003342856170911514,-0.05795319659716233
4336,drones_instance-29_network_9_deadline_13_corrsize_3,drones,29,3,1,9,13,3,41.29806934274176,0.1116508227093427,0.8731,60,0.1707,0.1727,0.182,0.1215368669137508,0.1606971981806687,0.189314091155839,0.1993920803070068,0.2883548736572265,3.669600248336792,6.208791208791212,5.109890109890112,-4.018731404307144,11.704836164467752
4337,drones_instance-29_network_9_deadline_13_corrsize_4,drones,29,3,1,9,13,4,7.412381012595731,0.0571013227283161,0.7152,60,0.9948,0.9996,0.9986,1.0,0.9990689669284338,0.9984645697019098,0.2001304626464843,1.0589182376861572,3.370704174041748,0.3805327458441844,-0.10014019627478479,0.013562016632311899,-0.046962440259742576
4338,drones_instance-29_network_9_deadline_14_corrsize_2,drones,29,3,1,9,14,2,12.187681936977953,0.2412148218278074,0.8682,60,0.9264,0.9309,0.9343,0.9039717120916138,0.924180948729384,0.9327022351861616,0.1980481147766113,0.2856853008270263,0.9651486873626708,0.8455528202932695,0.36390880873381887,0.1710119676590434,1.0830623215900634
4339,drones_instance-29_network_9_deadline_14_corrsize_3,drones,29,3,1,9,14,3,14.298985328118173,0.0386950331543845,0.7507,60,0.9953,0.9998,0.9998,1.0,0.999430062067386,0.999472581659546,0.2000784873962402,0.251793622970581,14.885546445846558,0.45009001800360665,0.0,0.03274838372214663,0.037001193500097306
4340,drones_instance-29_network_9_deadline_14_corrsize_4,drones,29,3,1,9,14,4,16.743453509285885,0.4052318450071921,0.5161,60,0.9953,1.0,1.0,1.0,0.999430062067386,0.9994431951398314,0.2015628814697265,0.2475910186767578,3.1833717823028564,0.47000000000000375,0.0,0.055680486016862485,0.05699379326139509
4341,drones_instance-31_network_10_deadline_10_corrsize_2,drones,31,4,1,10,10,2,24.662983659110203,0.3200122844654735,0.6876,33,0.5083,0.525,0.5286,0.4611369888954033,0.5317652410573136,0.5233771882863363,0.1530063152313232,0.3676221370697021,1.8176138401031492,3.840332954975404,0.6810442678774001,0.9880461054982365,-0.5987970218149148
4346,drones_instance-31_network_10_deadline_11_corrsize_4,drones,31,4,1,10,11,3,19.29215870161516,0.5350445828277554,0.6662,33,0.9925,0.9925,0.9925,0.992940291437464,0.9920483662131128,0.992293175009237,0.1573579311370849,0.2534608840942383,1.536125659942627,0.0,0.0,0.020838790001317584,0.045504663666225124
4347,drones_instance-31_network_10_deadline_12_corrsize_2,drones,31,4,1,10,12,2,30.038243082087465,0.6031171175018497,0.6288,33,0.6983,0.7137,0.7143,0.6484507395541896,0.70778829563672,0.7150303388877942,0.153404951095581,0.4319322109222412,0.8119468688964844,2.239955200895984,0.0839983200336056,-0.10224539938319592,0.911620378451642
4348,drones_instance-31_network_10_deadline_12_corrsize_3,drones,31,4,1,10,12,3,3.5574209380360964,0.0851956519940294,0.8987,33,0.9972,0.9998,0.9998,1.0,0.9995566868631168,0.9996055707994947,0.153531789779663,0.1963107585906982,0.5291707515716553,0.2600520104020851,0.0,0.019446809412409984,0.024336180924504323
4349,drones_instance-31_network_10_deadline_12_corrsize_4,drones,31,4,1,10,12,3,0.582775762767497,0.4821927740663376,0.5261,33,0.9976,0.9999,0.9999,1.0,0.9995566868631168,0.999559941284521,0.1550304889678955,0.2257301807403564,0.2308480739593505,0.23002300230022688,0.0,0.03400927247515165,0.034334747163034626
4351,drones_instance-31_network_10_deadline_13_corrsize_3,drones,31,4,1,10,13,3,40.21440051221806,0.1359426035435803,0.784,33,0.9834,0.9841,0.9839,0.98184545631122,0.984765772903058,0.984919319870936,0.1555457115173339,0.2767219543457031,2.612844228744507,0.050818172578508486,-0.020327269031403392,-0.1035999462278639,-0.08799399360280559
4352,drones_instance-31_network_10_deadline_13_corrsize_4,drones,31,4,1,10,13,3,26.50116648934073,0.3334227686187085,0.6512,33,0.9969,0.9995,0.9995,1.0,0.9991862892906586,0.9992068654126932,0.1783018112182617,0.1968252658843994,0.2975800037384033,0.2601300650325209,0.0,0.02932812279208029,0.03138676431630786
4353,drones_instance-31_network_10_deadline_14_corrsize_2,drones,31,4,1,10,14,2,86.03614647699725,0.7085372205789969,0.5379,33,0.9688,0.9726,0.9726,0.9443592649604626,0.9722368585610128,0.97221026596495,0.1533167362213134,0.8532917499542236,1.8147714138031008,0.39070532593049817,0.0,0.0400713587343254,0.0373371827048315
4354,drones_instance-31_network_10_deadline_14_corrsize_3,drones,31,4,1,10,14,3,26.22388109303481,0.4924900320959629,0.5329,33,0.9969,0.9985,0.9985,1.0,0.9985508615233024,0.9985645554599566,0.1542122364044189,0.2054915428161621,0.243708848953247,0.16024036054081578,0.0,-0.006465243861446069,-0.005093793019765552
