Name,Domain,Instance,No Drones,No Deliveries,Network,Deadline,Correlation Size,Trace,Generalized Variance,Largest Correlation Coefficient,Number of Constraints,MC Probability Booles,MC Probability Independent,MC Probability Correlated,Theoretical Probability Booles,Theoretical Probability Independent,Theoretical Probability Correlated,Booles Runtime,Indpendent Runtime,Correlated Runtime
rovers_instance-10_network_3_deadline_0_corrsize_2,rovers,10,0,0,3,0,2,1.8793949062850157,1.5181127029874708e-11,0.9,152,0.00855,0.01025,0.0132,0.0008329342878657543,0.002359702653746636,0.012091335560671754,0.6947634220123291,1.0285232067108154,3.133981466293335
rovers_instance-10_network_3_deadline_1_corrsize_2,rovers,10,0,0,3,1,2,0.9993441327727959,1.5181127029874708e-11,0.9,152,0.79575,0.80135,0.8093,0.7239474729947067,0.776429071712261,0.8103544194792763,0.6988012790679932,1.0621180534362793,3.4951024055480957
rovers_instance-10_network_3_deadline_2_corrsize_2,rovers,10,0,0,3,2,2,1.8949166441572471,1.5181127029874708e-11,0.9,152,0.9652,0.97165,0.9712,0.9592774249650565,0.9657343006285821,0.9718317847728344,0.7063944339752197,1.0402183532714844,15.78853964805603
rovers_instance-11_network_1_deadline_0_corrsize_2,rovers,11,0,0,1,0,2,2.221945197627699,4.2052983462256864e-10,0.9,145,0.03155,0.0448,0.0533,0.011183068357430466,0.023517556172308954,0.055860481255177806,0.6501452922821045,1.1439483165740967,3.2271809577941895
rovers_instance-11_network_1_deadline_1_corrsize_2,rovers,11,0,0,1,1,2,1.5354800453102653,4.2052983462256864e-10,0.9,145,0.6727,0.67945,0.6853,0.5655289759371052,0.6304714820652854,0.6842505602003189,0.6553680896759033,0.9615700244903564,3.0563085079193115
rovers_instance-11_network_1_deadline_2_corrsize_2,rovers,11,0,0,1,2,2,2.5192554219607186,4.2052983462256864e-10,0.9,145,0.88475,0.88905,0.8907,0.8332235754173734,0.8646969981648465,0.8893484691595648,0.6580984592437744,1.0313501358032227,4.960258722305298
rovers_instance-11_network_2_deadline_0_corrsize_2,rovers,11,0,0,2,0,2,1.8903673325308588,4.2052983462256864e-10,0.9,145,0.11035,0.11945,0.13615,0.05859505597472202,0.09134317253271176,0.13598840282907704,0.6437079906463623,1.035745620727539,4.274212837219238
rovers_instance-11_network_2_deadline_1_corrsize_2,rovers,11,0,0,2,1,2,1.4718104574953434,4.2052983462256864e-10,0.9,145,0.593,0.6043,0.61325,0.4549830598540779,0.526781560786757,0.6105671664232946,0.6411852836608887,0.8900942802429199,3.309852361679077
rovers_instance-11_network_2_deadline_2_corrsize_2,rovers,11,0,0,2,2,2,1.7730217790957932,4.2052983462256864e-10,0.9,145,0.8912,0.9007,0.9018,0.8547232222855897,0.8843256879340491,0.9000554191253217,0.6376199722290039,0.9728586673736572,2.642916440963745
rovers_instance-11_network_3_deadline_0_corrsize_2,rovers,11,0,0,3,0,2,0.9948665816979709,4.2052983462256864e-10,0.9,145,0.1068,0.1187,0.1343,0.03844517511134212,0.06396891078930289,0.1327302883752043,0.6424713134765625,1.0177276134490967,3.5661003589630127
rovers_instance-11_network_3_deadline_1_corrsize_2,rovers,11,0,0,3,1,2,1.2023171780409643,4.2052983462256864e-10,0.9,145,0.7471,0.7585,0.7643,0.6479228134689827,0.707687036045569,0.7599257076858272,0.6431066989898682,0.9638681411743164,3.08658766746521
rovers_instance-11_network_3_deadline_2_corrsize_2,rovers,11,0,0,3,2,2,2.0346116680719897,4.2052983462256864e-10,0.9,145,0.87345,0.87945,0.8822,0.8268687660115311,0.857850973908536,0.8808557583081639,0.6417746543884277,0.9751265048980713,3.812798261642456
rovers_instance-12_network_1_deadline_0_corrsize_2,rovers,12,0,0,1,0,2,2.006109395318066,6.131066257800983e-08,0.9,91,0.0096,0.0164,0.01935,0.0018868827334777177,0.006501077532192111,0.020834221372918422,0.46186375617980957,0.6838603019714355,2.668194055557251
rovers_instance-12_network_1_deadline_1_corrsize_2,rovers,12,0,0,1,1,2,1.3497305936845378,6.131066257800983e-08,0.9,91,0.41865,0.4312,0.43835,0.31105804075211274,0.3824018812109863,0.4429135287224314,0.4623126983642578,0.6950504779815674,2.2340240478515625
rovers_instance-12_network_1_deadline_2_corrsize_2,rovers,12,0,0,1,2,2,2.4118772780677187,6.131066257800983e-08,0.9,91,0.5512,0.5553,0.56315,0.42336983747488116,0.49498582693987997,0.5643336361389565,0.45830297470092773,0.6917948722839355,2.14296555519104
rovers_instance-12_network_2_deadline_0_corrsize_2,rovers,12,0,0,2,0,2,2.4719687948219025,6.131066257800983e-08,0.9,91,0.0103,0.01015,0.01175,0.0018842689001426327,0.004162017459893783,0.012299200873199509,0.46115708351135254,0.7087643146514893,2.618832588195801
rovers_instance-12_network_2_deadline_1_corrsize_2,rovers,12,0,0,2,1,2,1.6611325092558418,6.131066257800983e-08,0.9,91,0.3532,0.37025,0.38095,0.25314684178672403,0.31912067340163675,0.38007584039792386,0.46793603897094727,0.6788158416748047,1.7849209308624268
rovers_instance-12_network_2_deadline_2_corrsize_2,rovers,12,0,0,2,2,2,0.9136625380166221,6.131066257800983e-08,0.9,91,0.94865,0.9522,0.95275,0.9289146122821766,0.943201639575215,0.9508346578582358,0.4740920066833496,0.705251932144165,8.324055671691895
rovers_instance-12_network_3_deadline_0_corrsize_2,rovers,12,0,0,3,0,2,1.493632786881131,6.131066257800983e-08,0.9,91,0.01115,0.0133,0.0139,0.00188603919204063,0.0045929261699541755,0.013744196037159675,0.46776795387268066,0.695368766784668,1.919729471206665
rovers_instance-12_network_3_deadline_1_corrsize_2,rovers,12,0,0,3,1,2,1.9351461341446292,6.131066257800983e-08,0.9,91,0.3403,0.35085,0.3628,0.2159503161542639,0.27814208604466845,0.3623163093383428,0.46480727195739746,0.7850246429443359,2.0156984329223633
rovers_instance-12_network_3_deadline_2_corrsize_2,rovers,12,0,0,3,2,2,1.7479569451676962,6.131066257800983e-08,0.9,91,0.72745,0.7333,0.73695,0.6452703065246298,0.7043558366066257,0.7339472333485476,0.46979427337646484,0.6316468715667725,2.09953236579895
